idbuildings,building_name,year_opened,composition,additional_comp,filter_on,architectural_element,AE_type,element_type,comp_quant,year_added,idlocation,location,lat,longitude,idcitation,cit_short,pg
137,"Neveh Shalom",1612,f137w,e137b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137w,e137c,entrance,door,"single panelled","door: single panelled",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
137,"Neveh Shalom",1612,f137w,e137c,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1612,1,"Amsterdam, Netherlands",52.368346,4.902987,86,"Zantkuyl, 1970",NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6a,entrance,"door frame",round-headed,"door frame: round-headed",1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6a,entrance,door,"double panelled","door: double panelled",1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6a,entrance,keystone,,keystone,1,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6b,entrance,"door frame",flat-headed,"door frame: flat-headed",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6b,entrance,door,"single panelled","door: single panelled",2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,e6b,entrance,stoop,,stoop,2,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,door,"double panelled","door: double panelled",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,architrave,,architrave,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,console,,console,2,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,entablature,,entablature,1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,"sculpted ornament",festoon,"sculpted ornament: festoon",2,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,pilaster,,pilaster,2,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,"window frame",circular,"window frame: circular",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
7,"Grote Sjoel (Great Synagogue)",1671,f7w,e7a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1671,1,"Amsterdam, Netherlands",52.367274,4.903893,NULL,NULL,NULL
17,"Berakha ve Shalom Synagogue",1685,f17n,e17a,entrance,door,,door,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17s,e17a,entrance,door,,door,1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17n,e17a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17s,e17a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17n,e17a,entrance,stoop,"semicircle steps","stoop: semicircle steps",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17s,e17a,entrance,stoop,"semicircle steps","stoop: semicircle steps",1,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,8,"Stiefel, 2014",233
17,"Berakha ve Shalom Synagogue",1685,f17w,e17b,entrance,"door frame",flat-headed,"door frame: flat-headed",2,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,15,"Böhm, 1979",102
17,"Berakha ve Shalom Synagogue",1685,f17w,e17b,entrance,door,,door,2,1685,10,"Jodensavanne, Suriname",5.429176,-54.984273,15,"Böhm, 1979",102
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,door,"double panelled","door: double panelled",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,door,"double panelled","door: double panelled",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,"window frame",fan,"window frame: fan",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,"window frame",fan,"window frame: fan",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,architrave,simple,"architrave: simple",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,architrave,simple,"architrave: simple",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,pilaster,,pilaster,2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,pilaster,,pilaster,2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,capital,tuscan,"capital: tuscan",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,capital,tuscan,"capital: tuscan",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,plinth,square,"plinth: square",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,plinth,square,"plinth: square",2,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36s,e36a,entrance,stoop,"semicircle steps","stoop: semicircle steps",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36n,e36a,entrance,stoop,"semicircle steps","stoop: semicircle steps",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36w,e36b,entrance,door,"double panelled","door: double panelled",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36w,e36b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1735,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36w,e36b,entrance,architrave,simple,"architrave: simple",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
36,"Tzedek ve-Shalom Synagogue",1735,f36w,e36b,entrance,"window frame",fan,"window frame: fan",1,1854,11,"Paramaribo, Suriname",5.828858,-55.156256,91,"Groll, 2002",374
134,"Honen Dalim Synagogue II",1773,f134w,e134a,entrance,"door frame",round-headed,"door frame: round-headed",1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134w,e134a,entrance,architrave,simple,"architrave: simple",1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,e134b,entrance,"door frame",round-headed,"door frame: round-headed",1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
134,"Honen Dalim Synagogue II",1773,f134s,e134b,entrance,architrave,simple,"architrave: simple",1,1773,17,"Orangjestad, St. Eustatius",17.482597,-62.981295,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,door,"double panelled","door: double panelled",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,"window frame",fan,"window frame: fan",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,roof,gable,"roof: gable",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,pediment,triangular,"pediment: triangular",1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,stoop,,stoop,1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,"column shaft",smooth,"column shaft: smooth",4,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,capital,tuscan,"capital: tuscan",4,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
39,"Neveh Shalom Synagogue",1704,f39w,e39a,entrance,entablature,,entablature,1,1704,15,"Spanish Town, Jamaica",17.996980,-76.952828,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,e4a,entrance,cornice,"element cap cornice","cornice: element cap cornice",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,e4b,entrance,door,"double panelled","door: double panelled",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,e4b,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,e4b,entrance,"window frame","rectangular ","window frame: rectangular ",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,e4c,entrance,door,false,"door: false",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,e4c,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,e4c,entrance,"window frame","rectangular ","window frame: rectangular ",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,e4d,entrance,door,"double panelled","door: double panelled",NULL,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4s,e4d,entrance,door,"double panelled","door: double panelled",NULL,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4n,e4d,entrance,"door frame",flat-headed,"door frame: flat-headed",NULL,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4s,e4d,entrance,"door frame",flat-headed,"door frame: flat-headed",NULL,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,stoop,"rounded, 3 steps","stoop: rounded, 3 steps",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,door,"double panelled","door: double panelled",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,architrave,simple,"architrave: simple",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,capital,ionic,"capital: ionic",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,base,attic,"base: attic",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,"column shaft",smooth,"column shaft: smooth",2,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,entablature,,entablature,1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,frieze,,frieze,1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,cornice,"classical cornice","cornice: classical cornice",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,pediment,scrolled,"pediment: scrolled",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
11,"Nieuwe Synagoge",1752,f11n,e11a,entrance,plinth,"plinth block","plinth: plinth block",1,1752,1,"Amsterdam, Netherlands",52.367077,4.904008,87,"Agt, 1974",60
14,"Beth Elohim Synagogue",1794,f14w,e14a,entrance,"window frame",fan,"window frame: fan",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,e14a,entrance,architrave,simple,"architrave: simple",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,e14a,entrance,"door frame",flat-headed,"door frame: flat-headed",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
14,"Beth Elohim Synagogue",1794,f14w,e14a,entrance,door,"double panelled","door: double panelled",1,1794,23,"Charleston, United States",32.782300,-79.932732,94,"Ackermann, 2007",164
0,"Bevis Marks Synagogue",1701,f0w,facade_elem,facade,plinth,square,"plinth: square",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0n,facade_elem,facade,plinth,square,"plinth: square",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0n,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0n,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0w,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0e,facade_elem,facade,plinth,square,"plinth: square",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0e,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0s,facade_elem,facade,plinth,square,"plinth: square",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0s,facade_elem,facade,band-course,moulded,"band-course: moulded",1,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0s,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
0,"Bevis Marks Synagogue",1701,f0e,facade_elem,facade,quoin,"in-and-out bond","quoin: in-and-out bond",2,1701,8,"London, England",51.514473,-0.078938,NULL,NULL,NULL
1,"Creechurch Lane Synagogue",1657,f1n,facade_elem,facade,"window frame",,"window frame",2,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1n,facade_elem,facade,"window frame",,"window frame",3,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1n,facade_elem,facade,balcony,,balcony,1,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1s,facade_elem,facade,"window frame",,"window frame",3,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1s,facade_elem,facade,wall,,wall,1,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
1,"Creechurch Lane Synagogue",1657,f1n,facade_elem,facade,wall,,wall,1,1657,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,facade_elem,facade,"window frame",,"window frame",4,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,facade_elem,facade,"window frame",,"window frame",5,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,facade_elem,facade,"door frame",,"door frame",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,facade_elem,facade,door,,door,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,facade_elem,facade,balcony,,balcony,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,facade_elem,facade,"window frame",,"window frame",1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2n,facade_elem,facade,wall,,wall,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2e,facade_elem,facade,wall,,wall,1,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
2,"Creechurch Lane Synagogue [1675]",1675,f2s,facade_elem,facade,"window frame",,"window frame",3,1675,8,"London, England",51.513685,-0.079298,1,"Samuel, 1924",NULL
4,"Esnoga, Talmud Torah II",1675,f4w,facade_elem,facade,pilaster,,pilaster,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,facade_elem,facade,wall,,wall,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,facade_elem,facade,base,"buttress (small) ","base: buttress (small) ",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4w,facade_elem,facade,plinth,"plinth course","plinth: plinth course",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,pilaster,,pilaster,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,wall,,wall,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,base,"buttress (small) ","base: buttress (small) ",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,plinth,"plinth course","plinth: plinth course",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,pilaster,,pilaster,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,wall,,wall,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,base,"buttress (small) ","base: buttress (small) ",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,plinth,"plinth course","plinth: plinth course",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,pilaster,,pilaster,4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,wall,,wall,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,base,"buttress (small) ","base: buttress (small) ",4,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,plinth,"plinth course","plinth: plinth course",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,door,,door,1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,stoop,"square, 3 steps","stoop: square, 3 steps",1,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,balcony,,balcony,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,roof,,roof,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e,facade_elem,facade,wall,,wall,2,1675,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,pilaster,,pilaster,8,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,base,"buttress (large)","base: buttress (large)",4,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,plinth,"plinth course","plinth: plinth course",1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,cornice,"classical cornice","cornice: classical cornice",1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,wall,,wall,1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,roof,,roof,1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,wall,,wall,1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,wall,,wall,1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4n,facade_elem,facade,cornice,"classical cornice","cornice: classical cornice",1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4s,facade_elem,facade,cornice,"classical cornice","cornice: classical cornice",1,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,84,"Krabbe and de Room, 2013",94
4,"Esnoga, Talmud Torah II",1675,f4e1773,facade_elem,facade,"blind arch",round,"blind arch: round",3,1773,1,"Amsterdam, Netherlands",52.367530,4.905336,NULL,NULL,NULL
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,facade_elem,facade,pilaster,,pilaster,8,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",221
6,"Talmud Torah, Portuguese Synagogue I",1639,f6w,facade_elem,facade,capital,corinthian,"capital: corinthian",8,1639,1,"Amsterdam, Netherlands",52.368577,4.902246,8,"Stiefel, 2014",221
