donor,donor_type,donor_id_loc,donor_loc_name,donor_lat,donor_lon,recipient_id,recipient_name,recipient_type,recipient_congregation,recipient_id_loc,recipient_loc_name,recipient_lat,recipient_lon,contr_type,RE_type,contr_year,contr_amt,curr_type,contr_honors,citation,pg
"Lewis Moses Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,6,"pounds sterling","third cornerstone","""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",12
"Jacob Franks",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,5.12,"pounds sterling","forth cornerstone","""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",12
"Lewis Moses Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,10,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Daniel Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,10,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Abraham Isaacs",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,3,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Baruch Judah of Breslau",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,3,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Moses Michaels",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Isaac de Medina",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Moses Raphael Levy",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Jacob Louzada",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,2.04,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Aaron Louzada",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Moses Louzada",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Rachel Asher",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,3,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Riby Benjamin Elias",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,0.12,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Daniel Nunes da Costa",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Nathan Levy",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Judah Mears",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Benjamin Mendes Pacheco",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,10.04,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Joseph Nunes",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"David Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Mordecai Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,13.06.08,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Jacob Franks",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,12.13.04,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Abraham Rodriquez de Rivera",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,4,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Jacob Hays",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1728,4,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Isaac bar Judah Levy",individual,39,"Boston, Massachusetts",42.361145,-71.057083,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,1.08,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Rebecca Asher",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,1.04,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Benjamin Mendes Pacheco",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,4.17.06,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Joseph Nunes",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Moses Raphael Levy",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",19
"Nathan Levy",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Rachel Naphtali",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,0.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Daniel Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,5,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Isaac Gonsalez",individual,45,Jamaica,18.18,-77.4,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,3.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Jacob Gonsalez",individual,45,Jamaica,18.18,-77.4,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,4,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Mordecai Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,6.13.04,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"David Gomez",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,2.1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
"Valentine Campanal",individual,24,"New York, New York",40.7127753,-74.0059728,33,"Mill Street Synagogue, Shearith Israel I",building,"Shearith Israel",24,"New York, New York",40.7127753,-74.0059728,nedabot,monetary,1729,1,"pounds sterling",,"""THE EARLIEST EXTANT MINUTE BOOKS OF THE SPANISH AND PORTUGUESE CONGREGATION SHEARITH ISRAEL IN NEW YORK, 1728-1786."" 1913. Publications of the American Jewish Historical Society 21. The Johns Hopkins University Press: 1-82. doi:10.2307/43057905.",20
